code;name;sitecode;lat;lon;start;stop;teff;lm;f;nta
BADPI;PIERRE BADER;44531;49.8333;9.9500;2009-10-19 23:46:00;2009-10-20 00:18:00;0.5000;6.350;1.000;2
BADPI;PIERRE BADER;44531;49.8333;9.9500;2009-10-20 00:18:00;2009-10-20 00:50:00;0.5000;6.350;1.000;1
BADPI;PIERRE BADER;8013;49.8333;9.9500;2009-10-20 23:55:00;2009-10-21 00:30:00;0.5500;6.350;1.000;0
BADPI;PIERRE BADER;8013;49.8333;9.9500;2009-10-21 00:30:00;2009-10-21 01:00:00;0.5000;6.350;1.000;2
BADPI;PIERRE BADER;8013;49.8333;9.9500;2009-10-21 01:00:00;2009-10-21 01:30:00;0.5000;6.350;1.000;1
BADPI;PIERRE BADER;8013;49.8333;9.9500;2009-10-21 01:30:00;2009-10-21 02:03:00;0.5500;6.350;1.000;1
BADPI;PIERRE BADER;84753;49.8333;9.9500;2009-10-27 23:30:00;2009-10-28 00:34:00;1.0000;6.200;1.000;1
BADPI;PIERRE BADER;84753;49.8333;9.9500;2009-10-28 00:34:00;2009-10-28 01:37:00;1.0000;6.400;1.000;1
BADPI;PIERRE BADER;11605;50.6617;10.5583;2009-11-14 01:40:00;2009-11-14 02:23:00;0.6000;6.050;1.100;0
BADPI;PIERRE BADER;11605;50.6617;10.5583;2009-11-14 02:23:00;2009-11-14 03:15:00;0.7500;6.300;1.000;0
BADPI;PIERRE BADER;40144;49.8333;9.9500;2009-11-18 01:17:00;2009-11-18 01:32:00;0.2500;6.000;1.500;0
BADPI;PIERRE BADER;40144;49.8333;9.9500;2009-11-18 02:02:00;2009-11-18 02:18:00;0.2500;6.100;1.200;0
BADPI;PIERRE BADER;40144;49.8333;9.9500;2009-11-18 02:18:00;2009-11-18 02:35:00;0.2500;6.100;1.150;0
BADPI;PIERRE BADER;40144;49.8333;9.9500;2009-11-18 02:35:00;2009-11-18 03:08:00;0.4500;6.100;1.100;0
BADPI;PIERRE BADER;94792;49.8333;9.9500;2009-11-19 02:40:00;2009-11-19 03:15:00;0.5000;6.200;1.000;1
BADPI;PIERRE BADER;94792;49.8333;9.9500;2009-11-19 03:15:00;2009-11-19 03:47:00;0.5000;6.200;1.000;0
BADPI;PIERRE BADER;94792;49.8333;9.9500;2009-11-19 03:47:00;2009-11-19 04:27:00;0.5000;6.200;1.000;0
BADPI;PIERRE BADER;42396;49.8333;9.9500;2009-11-20 02:30:00;2009-11-20 04:10:00;1.5500;6.300;1.000;1
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 22:00:00;2009-11-16 22:10:00;0.1600;6.510;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 22:10:00;2009-11-16 22:20:00;0.1600;6.510;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 22:20:00;2009-11-16 22:30:00;0.1600;6.500;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 22:30:00;2009-11-16 22:40:00;0.1700;6.500;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 22:40:00;2009-11-16 22:50:00;0.1500;6.510;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 22:50:00;2009-11-16 23:00:00;0.1600;6.510;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 23:00:00;2009-11-16 23:05:00;0.0750;6.510;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 23:10:00;2009-11-16 23:20:00;0.1600;6.510;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 23:20:00;2009-11-16 23:30:00;0.1300;6.510;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 23:30:00;2009-11-16 23:40:00;0.1400;6.540;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 23:40:00;2009-11-16 23:50:00;0.1500;6.540;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-16 23:50:00;2009-11-17 00:00:00;0.1400;6.500;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 00:00:00;2009-11-17 00:10:00;0.1500;6.500;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 00:10:00;2009-11-17 00:20:00;0.1400;6.500;1.110;1
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 00:25:00;2009-11-17 00:35:00;0.1400;6.230;1.330;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 01:25:00;2009-11-17 01:35:00;0.1700;6.300;1.250;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 01:35:00;2009-11-17 01:45:00;0.1700;6.300;1.250;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 01:45:00;2009-11-17 01:55:00;0.1700;6.300;1.250;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 01:55:00;2009-11-17 02:05:00;0.1700;6.230;1.250;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 02:15:00;2009-11-17 02:25:00;0.1700;6.300;1.250;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 02:25:00;2009-11-17 02:35:00;0.1700;6.300;1.110;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 02:35:00;2009-11-17 02:45:00;0.1700;6.410;1.050;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 02:45:00;2009-11-17 02:55:00;0.1700;6.410;1.000;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 03:00:00;2009-11-17 03:10:00;0.1700;6.410;1.000;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 03:10:00;2009-11-17 03:20:00;0.1700;6.410;1.000;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 03:20:00;2009-11-17 03:30:00;0.1700;6.410;1.000;0
BUGGE;GENNADIJ BUGAREVYCH;50797;50.8667;27.8000;2009-11-17 03:30:00;2009-11-17 03:40:00;0.1700;6.410;1.000;0
CAOYI;Yi Cao;68016;24.2208;118.0403;2009-10-24 17:30:00;2009-10-24 17:53:00;0.3830;5.290;1.000;1
CHESF;Simiao CHENG;69035;40.5728;116.1681;2009-10-23 14:23:00;2009-10-23 15:20:00;0.7380;4.370;1.200;0
CHESF;Simiao CHENG;69035;40.5728;116.1681;2009-10-23 15:27:00;2009-10-23 16:08:00;0.4670;5.150;1.150;0
CHESF;Simiao CHENG;69035;40.5728;116.1681;2009-10-23 16:13:00;2009-10-23 17:31:00;0.6330;4.970;1.000;0
CHESF;Simiao CHENG;69035;40.5728;116.1681;2009-10-23 17:35:00;2009-10-23 17:54:00;0.1330;5.290;1.000;0
CHESF;Simiao CHENG;69035;40.5728;116.1681;2009-10-23 18:36:00;2009-10-23 19:32:00;0.4670;5.510;1.050;1
CHESF;Simiao CHENG;69035;40.5728;116.1681;2009-10-23 19:38:00;2009-10-23 20:29:00;0.5500;5.750;1.000;0
CHESF;Simiao CHENG;69035;40.5728;116.1681;2009-10-23 20:35:00;2009-10-23 21:27:00;0.6670;4.900;1.050;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 15:24:00;2009-11-17 16:05:00;0.4610;5.240;1.050;1
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 16:28:00;2009-11-17 16:58:00;0.2690;5.390;1.050;2
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 17:03:00;2009-11-17 17:23:00;0.2170;5.350;1.050;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 17:25:00;2009-11-17 17:38:00;0.1830;5.750;1.050;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 17:38:00;2009-11-17 17:54:00;0.2000;5.340;1.050;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 19:08:00;2009-11-17 19:12:00;0.0330;5.410;1.050;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 19:12:00;2009-11-17 19:22:00;0.1420;5.440;1.050;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 19:22:00;2009-11-17 19:38:00;0.1670;5.500;1.050;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 19:48:00;2009-11-17 20:00:00;0.1210;5.150;1.250;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 20:10:00;2009-11-17 20:17:00;0.0590;5.510;1.180;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 20:19:00;2009-11-17 20:30:00;0.1500;5.430;1.180;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 20:35:00;2009-11-17 20:50:00;0.2080;5.210;1.110;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 21:07:00;2009-11-17 21:22:00;0.2000;5.070;1.250;1
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 21:22:00;2009-11-17 21:28:00;0.0830;5.070;1.250;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 21:28:00;2009-11-17 21:33:00;0.0830;5.010;1.250;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 21:33:00;2009-11-17 21:42:00;0.1170;5.180;1.250;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 21:42:00;2009-11-17 21:46:00;0.0580;5.180;1.250;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 21:46:00;2009-11-17 21:49:00;0.0330;5.180;1.250;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 21:51:00;2009-11-17 22:00:00;0.1170;4.400;1.050;0
CHESG;Simiao CHENG;74681;40.3342;116.1944;2009-11-17 22:00:00;2009-11-17 22:11:00;0.1330;3.400;1.050;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 20:35:00;2009-11-17 20:45:00;0.1700;5.400;1.000;2
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 20:45:00;2009-11-17 20:55:00;0.0800;5.400;1.000;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 20:55:00;2009-11-17 21:00:00;0.0900;5.400;1.000;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:00:00;2009-11-17 21:05:00;0.0800;5.400;10.000;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:05:00;2009-11-17 21:10:00;0.0900;5.400;2.500;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:10:00;2009-11-17 21:15:00;0.0800;5.400;1.000;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:15:00;2009-11-17 21:20:00;0.0900;5.400;2.000;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:20:00;2009-11-17 21:25:00;0.0800;5.400;1.000;1
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:25:00;2009-11-17 21:30:00;0.0900;5.400;1.000;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:30:00;2009-11-17 21:35:00;0.0800;5.400;1.000;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:35:00;2009-11-17 21:40:00;0.0900;5.400;1.000;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:40:00;2009-11-17 21:45:00;0.0800;5.400;1.250;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:45:00;2009-11-17 21:50:00;0.0900;5.400;1.250;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:50:00;2009-11-17 21:55:00;0.0800;5.400;1.600;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 21:55:00;2009-11-17 22:00:00;0.0900;5.400;1.100;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 22:00:00;2009-11-17 22:05:00;0.0800;5.400;1.100;0
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 22:05:00;2009-11-17 22:10:00;0.0900;5.400;1.250;1
CORTM;Tom CORSTJENS;98107;50.8061;4.7911;2009-11-17 22:10:00;2009-11-17 22:15:00;0.0800;5.400;1.600;0
CRAPA;Paul Craft;25946;-35.7492;149.2744;2009-10-19 14:55:00;2009-10-19 15:15:00;0.3330;6.150;1.000;1
CRAPA;Paul Craft;25946;-35.7492;149.2744;2009-10-19 15:22:00;2009-10-19 15:50:00;0.4660;6.250;1.000;1
CRAPA;Paul Craft;25946;-35.7492;149.2744;2009-10-19 16:33:00;2009-10-19 17:00:00;0.4500;6.450;1.000;0
CRAPA;Paul Craft;25946;-35.7492;149.2744;2009-10-19 17:00:00;2009-10-19 17:43:00;0.7170;6.200;1.000;0
CRAPA;Paul Craft;25946;-35.7492;149.2744;2009-10-20 15:43:00;2009-10-20 16:23:00;0.6670;6.050;1.000;1
CRAPA;Paul Craft;25946;-35.7492;149.2744;2009-10-20 16:23:00;2009-10-20 16:46:00;0.3830;6.050;1.000;0
CRAPA;Paul Craft;25946;-35.7492;149.2744;2009-10-20 17:03:00;2009-10-20 17:42:00;0.6500;6.200;1.000;0
CRAPA;Paul Craft;25946;-35.7492;149.2744;2009-10-20 17:43:00;2009-10-20 17:56:00;0.2170;6.200;1.000;0
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-10-21 06:00:00;2009-10-21 07:00:00;1.0000;5.400;1.000;1
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-10-21 07:00:00;2009-10-21 08:00:00;1.0000;5.430;1.000;0
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-10-21 08:03:00;2009-10-21 08:33:00;0.5000;5.500;1.000;0
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-11-17 05:23:00;2009-11-17 05:38:00;0.2500;5.330;1.000;0
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-11-17 05:38:00;2009-11-17 05:53:00;0.2500;5.330;1.000;0
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-11-17 05:53:00;2009-11-17 06:08:00;0.2500;5.330;1.000;0
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-11-17 06:08:00;2009-11-17 06:23:00;0.2500;5.330;1.000;0
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-11-17 06:23:00;2009-11-17 06:38:00;0.2500;5.430;1.000;0
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-11-17 06:38:00;2009-11-17 06:53:00;0.2500;5.430;1.000;0
DAVMA;MARK DAVIS;25259;32.7583;-79.8556;2009-11-17 06:53:00;2009-11-17 07:08:00;0.2500;5.430;1.000;2
